x,y,class
1.0807418253164969,1.2654184303584959,1
1.0840972210415807,1.22769045743976,1
0.20241174606010925,1.3648939432298628,1
0.5298865208189495,0.8415497076638971,1
1.0056860624941413,0.9283802847775775,1
2.0415441888305508,1.6829536489300265,1
0.4422305672698199,1.1240001713436982,1
0.7797332253296185,-0.1180239607957132,1
0.9335900037989296,0.8677989533321835,1
0.33503572272115867,0.8442414895360897,1
0.6438039850993469,1.1154838292026483,1
1.0312801716462632,1.2257626320560664,1
0.8075333471523393,0.9201672315894442,1
1.5833023600812561,1.417275737001435,1
1.6654363605976754,1.0038573046267452,1
0.6257216864152157,0.9046419416734852,1
1.5905752493551686,0.9279902664026879,1
0.6487608994760059,0.8321231331274763,1
0.7308219557519771,0.644506324847326,1
1.7448307008941992,1.1979809381718685,1
1.5402480623986725,1.730907787035565,1
-0.18244206447426725,1.1266746710370346,1
0.785395695193077,-0.056566073567155595,1
1.0649997165466878,2.43121728008693,1
1.627132702284291,0.22709635652427973,1
1.1752256356378215,0.20113505786636376,1
0.7561482166378004,0.31909428004237494,1
0.9244166177280417,1.0067750600456737,1
1.3149246156060703,2.044211505428624,1
1.3797314765109174,0.4889297695277991,1
0.9695909178300042,0.6125633263699557,1
1.313218428876823,1.2006221008160984,1
0.9019292200938929,0.7608285198387896,1
0.7249480184251261,0.6497555534797431,1
-0.007802176276994421,1.5425735099298925,1
1.0868297406920735,1.2833682692717452,1
1.1312141056399956,0.617202545548822,1
2.1850023653253103,0.9835671997118135,1
1.7490388429965689,1.0054653202658186,1
0.38540170410019803,1.2942733770174817,1
1.462613061034983,1.57589048301694,1
0.813289861901259,1.0639963475236105,1
0.7707240934965579,1.0366969841546436,1
1.0420089954819765,0.5797052383745132,1
0.8695867467865093,-0.17999685879580896,1
1.29315258676811,0.5029691983111177,1
0.4071901684025656,1.5420128498582446,1
1.2854106956776827,1.1241819981988157,1
1.7487909556301247,1.6690575094400564,1
0.9567430342399158,1.4232733114497873,1
1.3160391346893001,0.5370230881778594,1
2.1112556406273786,1.6035797631128619,1
0.7624318255489131,0.54653402725393,1
0.7557282888553305,1.8330259979267003,1
1.3330078292833496,1.3737750555790202,1
0.4159654468294305,0.030244527829132895,1
0.7023115598759968,1.158825733503752,1
1.2215828901720283,0.4855177808184046,1
0.9173485300911013,2.0727667184162017,1
1.8339698366670714,0.9342317607820787,1
1.328998578461782,1.262690808167156,1
1.5223062801234812,1.1654824390122265,1
0.5289953068945061,1.5474337101526037,1
1.586958079885318,1.4360149926540324,1
1.166814565008412,1.0953887693492543,1
1.459100592264321,1.3088158266883003,1
1.5680297150266087,1.8306483594110028,1
0.6713503626748794,0.9250886217194645,1
1.032278782637386,0.3385674741369733,1
1.6110086200633096,0.8097509171612365,1
1.4369325982753143,1.3399114729854786,1
0.8873138190835012,0.09134676756651261,1
0.7738534638659246,1.0255025862226204,1
1.0854227971218264,1.592213832285183,1
1.1042847193059608,1.7854338671996288,1
-0.23307037593578883,0.6554486674638986,1
0.07830336310150177,0.8403434293061468,1
1.1836597263522748,0.5971775818830878,1
1.245920486598358,1.3562063021266941,1
0.3542119134203533,0.6698086203527864,1
1.2741457337694153,0.5341823344126951,1
1.2891898819467218,1.1628501248531837,1
0.7980273493114189,1.6567579504950811,1
1.1651854537172828,1.532359946416543,1
0.8610899395053133,0.6787248628612237,1
-0.02098455401086996,1.7083911153067854,1
1.0216210013324534,0.9313145351652096,1
1.992348547225474,1.1498866405074748,1
1.1194329358105166,1.1202254736852095,1
0.19165498677189008,2.2957146549462926,1
1.1056641559642995,0.38717706705949884,1
1.316095676476769,0.4053008535425372,1
0.7884677685671734,0.16356595101406313,1
1.5970308836340146,0.9747780782692822,1
0.6794751994500526,0.39878594106102205,1
0.5187952926293027,1.969438710254663,1
