x,y,class
16.94840374846665,-7.22531901568984,0
3.7514929921139366,6.574871016902268,0
-14.260160537714274,-7.777998852946566,0
0.5180406593592991,0.6197023036016529,0
3.296770571242491,-11.105907772487168,0
-0.8914696425395979,-4.3943026013619795,0
12.03821150553645,-2.9743731494846397,0
8.753387104973138,-8.01782204279589,0
0.4998842205183318,0.11071786662050742,0
12.41728909159447,-13.40630302946153,0
-2.9775089020580827,-0.08166454375991758,0
16.452535089921458,-7.726632157876286,0
4.919707820545737,5.158957121699314,0
1.6860495133950044,7.15680423554414,0
-1.8951157853262657,1.7534182145667794,0
-0.31425437660585326,-10.70512948851388,0
-15.522591672030048,1.271830159484729,0
5.962563248122357,-16.791353368885787,0
-5.114006821629288,-9.021544904825923,0
-2.6376424392534,-3.0353740459559964,0
0.21463162000085828,1.2337057690294246,0
-0.5964401213149465,1.922470318922659,0
-5.584051503967181,-16.38817177315583,0
-5.9675387695416475,6.3697296847406735,0
5.140936085691452,5.119348973198486,0
-7.9848161176117065,4.595168669038108,0
-7.820989590116561,4.544220996777307,0
-0.9704576760238425,-10.35177392329317,0
-3.431546385230163,-2.2500887664728686,0
-5.772198341513906,-8.706250082357217,0
-3.312927039448772,-0.32267723154646505,0
2.2785044358501354,-4.665189511715778,0
0.3001682267731456,-0.0985025712969542,0
-0.9829583362216329,-4.326084347035854,0
5.3586462194462445,12.614071924755125,0
-9.238317242022546,1.5424011254897667,0
0.8857217181881087,-5.035602521753293,0
-0.5182733741712967,-11.085109772645342,0
-14.203679775196386,5.342075878341437,0
2.8257125693582883,-10.776464574163795,0
10.451204007960879,-14.766463838960359,0
0.5509102150726813,-0.13830349770533915,0
12.155425721313962,4.9322112993016525,0
-3.3052593283023888,-1.9316041994336497,0
-1.6136218628753458,-10.412359186340877,0
3.734266903897481,-11.229667929788189,0
16.166232235355576,-8.997903528759592,0
12.26156876322572,3.129783717223672,0
12.726669239387636,0.32207839563226975,0
7.110488027705234,11.177103822993697,0
-3.3880806602383298,-0.3837287420152439,0
-1.3524748838361986,-3.6694082009987485,0
1.1211213166305263,7.604998995315106,0
-2.4590005915517343,-2.9513981299797214,0
-1.4658238300220034,2.081196685193092,0
-8.433849362326463,3.441418108747155,0
8.466456372763353,-8.178594723291823,0
-0.01834207272173527,1.5980791670301717,0
-8.401154979701356,3.921280827840122,0
-8.399543543311871,-5.231657514432214,0
4.256473644260269,13.106383296603923,0
-3.320369758314919,7.34006692273597,0
9.53639455705599,9.371401976121843,0
2.1211411859145803,-4.630261121054311,0
6.457950344072458,-9.901984109954746,0
-1.6289779349104294,1.2371998101168695,0
-14.601544147975142,-7.131001121207895,0
4.521321972382911,13.145170280331085,0
-2.535080624485684,1.0414915790070551,0
-15.639844415784516,-3.5343660305926887,0
-8.847479366147406,1.9123685202600154,0
-5.881351316962142,6.24456638445755,0
-0.10708356747734575,1.5444073610526785,0
-3.0582836767026254,7.933945077912069,0
0.37807128283202973,0.9667172272806361,0
-2.33682069314825,-3.1596261091055515,0
11.364697860364267,-5.695577752200399,0
5.7897381978792835,12.625939937265017,0
3.171001652411509,13.303508913091418,0
10.556414196815723,-5.728383141904307,0
-14.869793295322152,4.06077822613976,0
7.684078178232318,10.89467197854642,0
16.576138372893208,-7.328268604289844,0
-9.091917151902283,-3.1186566817672716,0
6.383802541946321,-1.0436951119541524,0
18.32114811174954,-3.027728149668053,0
4.776171150796508,-2.828311025441588,0
-2.394097234745772,1.3557557705084966,0
-8.014291900114019,12.394809878358656,0
-2.3591388200913626,-16.94211279974129,0
16.209654160386666,-8.138575564578979,0
1.4457486244832602,-17.382707479656002,0
9.60661311285677,-7.059351298142623,0
-3.2338723771193383,-0.6216856573100255,0
3.775186804237054,-3.7162599561263265,0
2.706934045306637,-4.4250420904966665,0
11.75765101800481,5.812205393275198,0
-7.559105126609923,-7.090592942832558,0
15.10761449288847,-10.114649295737898,0
-2.2340648418958873,1.3279301858742776,0
6.2202480753200176,2.079664941959416,0
6.107388678166438,2.453314823328779,0
8.611008900097708,-8.398663745375003,0
0.5446345607927359,-4.5343855477280375,0
4.017799977643365,-17.124868347738502,0
-2.970622213836319,7.802405068227513,0
-8.430229662107898,-6.032133150064675,0
-0.1384544549290875,0.12566810033228687,0
12.354229724381891,2.2725364315570404,0
-12.348175094060522,8.877164051367814,0
0.4594604990566733,0.6691728333935619,0
9.708385783261978,-6.621659572313725,0
-9.167582172672317,0.7698660986947365,0
0.5069890143120266,-4.677539725022612,0
5.701043521909738,3.865561821841966,0
4.641551430536053,-10.68006771332151,0
-0.31333434279772787,-4.600318289383726,0
-0.5427056981456924,-17.18161267389624,0
-15.440999006606637,2.467111046837026,0
5.505455142994454,3.7245426911462145,0
-3.760727832314036,-10.239013920477635,0
